source_url	parsed_url
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscriptions
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/cf/05/ee684a274496b04fa20ba2978da1/politico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/careers
https://www.politico.com/tipsheets/morning-money	http://www.powerjobs.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/ehealth
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/blogs/politico-press
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/about
https://www.politico.com/tipsheets/morning-money	https://www.reuters.com/article/us-usa-fed-trade/trade-uncertainty-to-trim-850-billion-global-output-fed-paper-idUSKCN1VQ2KH
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/safari-pinned-tab.svg
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/finance
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/09/04/manufacturing-craters-474017
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/upcoming
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/09/05/why-the-august-jobs-report-is-huge-474509
https://www.politico.com/tipsheets/morning-money	https://www.wsj.com/articles/feds-quarles-floats-countercyclical-capital-buffer-changes-11567676701
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/android-chrome-192x192.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-76x76.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/tag/rich-lowry
https://www.politico.com/tipsheets/morning-money	https://www.apnews.com/e7179fc8b9dc4399818f2038b75ec423
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/playbook
https://www.politico.com/tipsheets/morning-money	https://www.nytimes.com/2019/09/05/business/markets-trump-china-trade.html
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/blogs/under-the-radar
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/agenda/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-32x32.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/gallery
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cartoon-carousel
https://www.politico.com/tipsheets/morning-money	mailto:bwhite@politico.com
https://www.politico.com/tipsheets/morning-money	https://twitter.com/politico
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/09/07/california-repubilcans-2020-reboot-1484589
https://www.politico.com/tipsheets/morning-money	https://www.politicopro.com/2019-policy-benchmark-report?cid=promkt_19q3_corenews_benchmark_launch
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-96x96.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-114x114.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/09/07/new-hampshire-democratic-candidates-2020-1484590
https://www.politico.com/tipsheets/morning-money	https://www.adpemploymentreport.com/
https://www.politico.com/tipsheets/morning-money	https://twitter.com/realDonaldTrump/status/1169606328945451009
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/pro-canada
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cannabis
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/about-us
https://www.politico.com/tipsheets/morning-money	http://edition.pagesuite-professional.co.uk/Launch.aspx?bypass=true&amp;PBID=74262970-aa07-44b3-80c8-21fa8a8ac376
https://www.politico.com/tipsheets/morning-money	mailto:aweaver@politico.com
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/podcasts
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/playbook-pm
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2020-election/candidates-views-on-the-issues/
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/news/articles/2019-09-05/two-way-stock-volatility-shows-the-bull-case-alive-and-kicking?srnd=markets-vp
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/09/06/beto-orourke-f-bomb-228038
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/huddle/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/09/06/here-comes-the-august-jobs-number-474928
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss/morningmoney.xml
https://www.politico.com/tipsheets/morning-money	mailto:?to=&amp;subject=Here comes the August jobs report — Trump didn't scoop the number — Biden says no tax cuts for rich&amp;body=https://www.politico.com/newsletters/morning-money/2019/09/06/here-comes-the-august-jobs-number-474928
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/bd69088/2147483647/legacy_thumbnail/144x144/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	http://api.addthis.com/oexchange/0.8/forward/facebook/offer?pco=tbx32nj-1.0&amp;url=https://politi.co/2UwtVBV&amp;pubid=politico.com
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/white-house
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/technology
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/new-york
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/tag/fourth-estate
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/agriculture
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/09/03/new-tariffs-hit-473759
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters
https://www.politico.com/tipsheets/morning-money	https://www.politico.eu/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-72x72.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money?tab=most-read
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/privacy-policy
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/john-f-harris
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/aubree-eliza-weaver
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/matt-wuerker
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/advertising
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/27ede68/2147483647/legacy_thumbnail/72x72/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	http://www.twitter.com/morningmoneyben
https://www.politico.com/tipsheets/morning-money	http://api.addthis.com/oexchange/0.8/forward/twitter/offer?pco=tbx32nj-1.0&amp;url=https://politi.co/2UwtVBV&amp;text=Here comes the August jobs number&amp;pubid=politico.com&amp;via=politico
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-152x152.png
https://www.politico.com/tipsheets/morning-money	https://www.instagram.com/politico/
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/news/articles/2019-09-05/companies-in-u-s-blame-trade-for-10-488-job-cuts-in-august
https://www.politico.com/tipsheets/morning-money	http://www.twitter.com/AubreeEWeaver
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/congress
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-144x144.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/us-china-relations
https://www.politico.com/tipsheets/morning-money	https://cd.politicopro.com/member/51438
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/WomenRule
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/california
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/article/2019/09/bank-profits-hit-another-record-despite-signs-of-slowing-economy-3792297
https://www.politico.com/tipsheets/morning-money	https://talkingbiznews.com/they-talk-biz-news/amara-omeokwe-joins-the-wall-street-journals-dc-bureau-as-economics-reporter/
https://www.politico.com/tipsheets/morning-money	https://talkingbiznews.com/they-talk-biz-news/ft-hires-ablan-as-us-markets-editor/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2020-election/president/democratic-primary/candidates/fundraising-and-campaign-finance-tracker/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events
https://www.politico.com/tipsheets/morning-money	https://static3.politico.com/resource/assets/css/style-core.min.6f10255e94f82b502e7dfa7dec20e3c4.gz.css
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/terms-of-service
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/video
https://www.politico.com/tipsheets/morning-money	https://secure.politico.com/settings
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/employment-immigration
https://regex101.com/	https://regex101.com/static/assets/apple-icon-76x76.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-114x114.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-120x120.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-180x180.png
https://regex101.com/	https://www.paypal.com/cgi-bin/webscr?cmd=_donations&amp;business=firas%2edib%40gmail%2ecom&amp;lc=US&amp;item_name=Regex101&amp;no_note=0&amp;currency_code=USD&amp;bn=PP%2dDonationsBF%3abtn_donate_SM%2egif%3aNonHostedGuest
https://regex101.com/	https://regex101.com/static/manifest.json
https://regex101.com/	https://regex101.com/static/assets/favicon-96x96.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-72x72.png
https://regex101.com/	https://regex101.com/static/assets/favicon-16x16.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-144x144.png
https://regex101.com/	mailto:contact@regex101.com
https://regex101.com/	http://enable-javascript.com/
https://regex101.com/	https://regex101.com/static/assets/apple-icon-152x152.png
https://regex101.com/	https://regex101.com/static/assets/android-icon-192x192.png
https://regex101.com/	https://regex101.com/tests
https://regex101.com/	https://regex101.com/
https://regex101.com/	https://github.com/firasdib/Regex101/issues
https://regex101.com/	https://regex101.com/static/assets/apple-icon-57x57.png
https://regex101.com/	https://regex101.com/static/assets/favicon.ico
https://regex101.com/	https://regex101.com/static/assets/favicon-32x32.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-60x60.png
https://regex101.com/	https://regex101.com/static/bundle.a338037d4e9e239629f7.css
https://regex101.com/	https://twitter.com/regex101
https://regex101.com/	https://github.com/firasdib/Regex101/wiki
